FileName, CommitSha
15CutwailMalware.json,605d75b9e41bbf34af901c6b53dbb6e5c67fd81a
52BulkChangesToPrivilegedAccountPermissions.json,12b9ea6e520c791efa5746b1a1233f7ffab09a38
75UserAssignedPrivilegedRole.json,a933efb2989bf50c766ed988d60c42a5932c4d38
108-110KnotweedDetections.json,fed8b2d557018cb036eda9357e93517c0abb092d
44PowershelladdingexclusionstoProgramData.json,08a2739d02fbcb60bca60c0f3ea3a00ad6f647e2
105AVdetectionsrelatedtoHiveRansomware.json,9430a0f22398c04f8b3205d34b7ddc14832078b5
36KnownGALLIUMdomainsandHashes.json,2967baf93171070f2e0b240eac8f473ae2779349
107ProbableAdFindReconToolUsage.json,e0e3aa1692525f61257c17d0d496a037cd6d8285
32threatview.io-URLBlocklist.json,76b4c9c4672bf956b22a4fe49b9bcc4e69e67222
51Suspeciousmapistubdllfilecreation.json,b6e7d85de63167b893feeaedf0c31486e9fdb5f5
58Dev-0270-Registry-IOC.json,95606efd912ffd695aa4c649805efe93ed351b49
71Log4jUserAgentSearchlog4jexploitation.json,ee43fdcf9cc54675b3a8d24c8fcf17be00e584c4
42WEBBFUSCATORNewTTPS.json,e5892549b4fae0c775daa65937247572109a6113
68AnomalousActionPerformedByPrivUser.json,87da613b82c4dcb2777cab458368c6454b8967c5
112PasswordsprayattackagainstAzureADSeamlessSSO.json,474b14aeae5c3a9ec5c7d33ea1cdb0b8a423a579
23RedTeamingToolBRc4.json,02b2b5f0779987e34ea4a0a5afe2ba1d9ec3e03f
46SEABORGIUM-DomainIOCs.json,e6e7a44da10acabdf4f8d7335b809a63f420d115
116PossibleEmotetActivity.json,a950ceaf8472fab919eb04120c2c5991a1bb907b
63UniqueDEV0832CommandLineActivity.json,86c415ad71e8582187698e39c93f742c72520432
37SecurityServiceRegACLMod.json,b15e817ce685b9a412204a760c453d7ee48a6fea
35AuthMethodChangedAdminAccount.json,88ffc473a649f5c30c294367f870d3f7042cc8d7
115ProcdumpDumpingLSASSCredentials.json,219460bb2424a794fb3be13280293c46e335b01e
92Dev-0960PrestigeRansomwareIOC2022.json,f6fcd90020c9de571e4e72f9907ea169ba2ffc21
25threatview.io-C2HuntFeed.json,298c799a9ac5df7d0eacb2da832870266e74fd1d
104SpringshellVulnerability.json,1a7f9f250c5cb9ee0e42925027e48199a629ffdf
54MaliciousInboxRule.json,bbb149e0e387eabbe00c5879105a70d5ee2f3f89
14BumbleBeeMalware.json,b74c888d68525ecea8da6c1f3c2a2883e74321de
28threatview.io-IpBlocklist.json,76923b56989104a50d58b06e2304b07dc241ce48
21MaliciousEmailSpread.json,c2778ccafd7976e7d9a49b5c6ecf19cb81bd4f69
74AttemptstoSignintodisabledaccounts.json,b01b33b1b01dea2e9ada77cc86a2eec929489cf3
4-12ConditionalAccessModifications.json,33caf67f630298c10aedd29f67f701f47d7a68d1
19IdentifyDEV-0530IOCs.json,d02040156086db49a65dfb1d5e45bba2313cef0f
56OfficePolicyTampering.json,64c1d6a9a503f6f919ee6e900d1a664c0ed5ca14
38DistributedPasswordCrackingAttemptsAAD.json,73b41549535beb9362e4e3f203ef18a21e7445f6
33tor-Ipaddresses.json,b3aef3ba2d3e281acbfa5dd8e5a02dcc4ad47d49
67AnomalousLoginFromBotnetTorproxyOrC2.json,e2b11a448a56907167a2561e727f96929ca0d8df
47ZincopensourcesoftwaretargetedIOCdomains.json,33399e868f2a2438e4d6a8b2956a60f100ea91f5
31threatview.io-SHAHashBlocklist.json,aa6bae7b31a1937f34432e73c76e911cdf03906e
113KnownManganeseIPandUserAgentActivity.json,593ace3e055352a709448c5db1206d69d85aabd1
62AbnormalDownloadAndCopyToUSB.json,10d8e6e204e05c1e01a23ea8c71cfd0bee4ebfc5
49ZincopensourcesoftwaretargetedAVDetections.json,d390e11d4384f48b8aa6bcfe97975530e370917d
13AgentTeslaSpyware.json,12073e57b4d971336d69b5c38273d1a5fa3f7e12
106URLAddedtoApplicationfromUnknownDomain.json,1e3975d480408e92d4bc18bffc6c8b9a354037d3
16DarkCometRAT.json,97e73f99c80ba3d4e117175e9e5e9ea76c6fce0f
1FederationTrustModifications.json,d9b9eb0ed6a5acb3e093ff73f1a74d5588e908e2
24threatview.io-BitcoinMalicious.json,c6db2f46756c6ccedb234836f468885a5ab1e958
29threatview.io-MD5HashBlocklist.json,dad0e1d44d8b17d9dd7de1eb1535a9c2fff08164
93Dev-0960CommandLaunchedUsingImpactedWMIexec.json,887431b1834ec28753014548e470b296f2dff768
45AddmalicioususertoAdminsandRDPusersgroupviaPowerShell.json,4f865be163239633750a78e5fb285f4b5aa4dc32
18IdentifyDEV-0530FileExtRename.json,0f90514a3228a53dbc5ec23425cd41cc0cd2f03a
55ExchangeRuleSuspectForward.json,7acfacc06154baed4138b561e18b839bfa09ca53
41ModificationsDoneToHighPrivilegedAccounts.json,84303870fc1d66e25088aebc9d32e3768c06f009
57KnownBariumIP.json,ad602df9d5083fb9ad6a8da5c7020d8e6b55cecc
26threatview.io-DomainBlocklist.json,f06b366fbd4a88ed8a01ce2da88afb315a4f0543
3STRONTIUMCredHarvestingOffice.json,0b11d3665fc280641c25e00b1f2b02715604cb2a
48ZincopensourcesoftwaretargetedIOCfiles.json,4646af48fb2d9d9a9decab9f672df6b6c64051f6
53ExchangeAuditlogDisabled.json,804554bb0013edd39737783f36036e90a4f77665
61NOBELIUMKnownDomainsect.json,2e4fac13773700a7566997880bb750f86168721d
64NTDSDumping.json,b5b259132f2f326aeab0c7b56afc62c3551572e5
114MaliciousExportFunctionsInBumblebeeDLL.json,a1d06947b326d063399b13671ad7ce8568a611d6
72SuspeciousApplicationConsentO365AttackToolkit.json,30052cc3dd15dc9725585a62d8cb9031317a0628
34UserLockedDueToTooManyAttempts.json,b1a27064b09e71dd06a2c1a32e7761fba0184932
59AVDetectionsUkraineThreats.json,d997cccf773633338340add471bf3ba80acc3e16
43Sign-insfromIPsthatattemptsign-instodisabledaccounts(Uses Authentication Normalization).json,14916a987be8eeb5aa85084b1395a1865f4258e0
76-88MultipleAnalyticsGathered.json,bbd16fdacc7a749b01a7308761ac04d70fc578a0
22QbotSpread.json,f4869e8b96e73696b4887cb1532148dc240bc800
39BruteForceAttackOnAzurePortal.json,1fd0e73df438ff5edcdff6180b580c7b2f3bfe8c
73SuspeciousApplicationConsentPwnAuth.json,0f1fd00eb07bd5ec88907fa825ac4b23b0d98526
27threatview.io-IOCTweets.json,1a63c773d13cf13362ebac029c51b9f907e9e6ef
65CoreBackUpDeletion.json,ff1ad6b3f1e8b0fce475b7c6f0695b609de6ec9b
89-91Dev-0796WorldwideClickFraud.json,166f5d592abce1c355a49217a266c5418d6d0070
2STRONTIUMCredHarvestingMTP.json,88b762c908bfb0a1d40859b9b21ea1e5b785bc00
17IdentifyDEV-0530AVHits.json,225fed7c6aeb3e8e1cb5ead23231033f044e919e
